Country,Cumulative Cases,Date,Local Trans,No Recovered,No_Deaths,,,,,,,
France,7,2003_06_24,37750,6,0,,,,,,,
Germany,10,2003_06_24,37776,9,0,,,,,,,
India,3,2003_06_24,37754,3,0,,,,,,,
Indonesia,2,2003_06_24,37734,2,0,,,,,,,
Italy,9,2003_06_24,37740,9,0,,,,,,,
Kuwait,1,2003_06_24,37720,1,0,,,,,,,
Malaysia,5,2003_06_24,37761,3,2,,,,,,,
Mongolia,9,2003_06_24,37747,9,0,,,,,,,
New Zealand,1,2003_06_24,37741,1,0,,,,,,,
Philippines,14,2003_06_24,37756,12,2,,,,,,,
Republic of Ireland,1,2003_06_24,37701,1,0,,,,,,,
Republic of Korea,3,2003_06_24,37755,3,0,,,,,,,
Romania,1,2003_06_24,37707,1,0,,,,,,,
Russian Federation,1,2003_06_24,37772,0,0,,,,,,,
Singapore,206,2003_06_24,37759,170,31,,,,,,,
South Africa,1,2003_06_24,37720,0,1,,,,,,,
Spain,1,2003_06_24,37713,1,0,,,,,,,
Sweden,3,2003_06_24,37729,3,0,,,,,,,
Switzerland,1,2003_06_24,37697,1,0,,,,,,,
Thailand,9,2003_06_24,37779,7,2,,,,,,,
United Kingdom,4,2003_06_24,37740,4,0,,,,,,,
United States,75,2003_06_24,37789,36,0,,,,,,,
Viet Nam,63,2003_06_24,37725,58,5,,,,,,,
Total,8458,2003_06_24,,7348,807,,,,,,,
Australia,5,2003_06_25,37753,5,0,,,,,,,
Brazil,3,2003_06_25,37781,2,0,,,,,,,
Canada,250,2003_06_25,37796,188,37,,,,,,,
China,5327,2003_06_25,37797,4916,348,,,,,,,
"China, Hong Kong Special Administrative Region^6",1755,2003_06_25,37783,1419,296,,,,,,,
"China, Macao Special Administrative Region",1,2003_06_25,37762,1,0,,,,,,,
"China, Taiwan",686,2003_06_25,37791,492,84,,,,,,,
Colombia,1,2003_06_25,37746,1,0,,,,,,,
Finland,1,2003_06_25,37748,1,0,,,,,,,
France,7,2003_06_25,37750,6,0,,,,,,,
Germany,10,2003_06_25,37776,9,0,,,,,,,
India,3,2003_06_25,37754,3,0,,,,,,,
Indonesia,2,2003_06_25,37734,2,0,,,,,,,
Italy,9,2003_06_25,37740,9,0,,,,,,,
Japan,1,2003_06_25,37797,0,0,,,,,,,
Kuwait,1,2003_06_25,37720,1,0,,,,,,,
Malaysia,5,2003_06_25,37761,3,2,,,,,,,
Mongolia,9,2003_06_25,37747,9,0,,,,,,,
New Zealand,1,2003_06_25,37741,1,0,,,,,,,
Philippines,14,2003_06_25,37756,12,2,,,,,,,
Republic of Ireland,1,2003_06_25,37701,1,0,,,,,,,
Republic of Korea,3,2003_06_25,37755,3,0,,,,,,,
Romania,1,2003_06_25,37707,1,0,,,,,,,
Russian Federation,1,2003_06_25,37772,0,0,,,,,,,
Singapore,206,2003_06_25,37759,170,31,,,,,,,
South Africa,1,2003_06_25,37720,0,1,,,,,,,
Spain,1,2003_06_25,37713,1,0,,,,,,,
Sweden,3,2003_06_25,37729,3,0,,,,,,,
Switzerland,1,2003_06_25,37697,1,0,,,,,,,
Thailand,9,2003_06_25,37779,7,2,,,,,,,
United Kingdom,4,2003_06_25,37740,4,0,,,,,,,
United States,75,2003_06_25,37795,36,0,,,,,,,
Viet Nam,63,2003_06_25,37725,58,5,,,,,,,
Total,8460,2003_06_25,,7365,808,,,,,,,
Australia,5,2003_06_26,37753,5,0,,,,,,,
Brazil,3,2003_06_26,37781,2,0,,,,,,,
Canada,251,2003_06_26,37797,190,37,,,,,,,
China,5327,2003_06_26,37797,4921,348,,,,,,,
"China, Hong Kong Special Administrative Region^6",1755,2003_06_26,37783,1419,296,,,,,,,
"China, Macao Special Administrative Region",1,2003_06_26,37762,1,0,,,,,,,
"China, Taiwan",682,2003_06_26,37791,491,84,,,,,,,
Colombia,1,2003_06_26,37746,1,0,,,,,,,
Finland,1,2003_06_26,37748,1,0,,,,,,,
France,7,2003_06_26,37750,6,0,,,,,,,
Germany,10,2003_06_26,37776,9,0,,,,,,,
India,3,2003_06_26,37754,3,0,,,,,,,
Indonesia,2,2003_06_26,37734,2,0,,,,,,,
Italy,9,2003_06_26,37740,9,0,,,,,,,
Japan,1,2003_06_26,37797,0,0,,,,,,,
Kuwait,1,2003_06_26,37720,1,0,,,,,,,
Malaysia,5,2003_06_26,37761,3,2,,,,,,,
Mongolia,9,2003_06_26,37747,9,0,,,,,,,
New Zealand,1,2003_06_26,37741,1,0,,,,,,,
Philippines,14,2003_06_26,37756,12,2,,,,,,,
Republic of Ireland,1,2003_06_26,37701,1,0,,,,,,,
Republic of Korea,3,2003_06_26,37755,3,0,,,,,,,
Romania,1,2003_06_26,37707,1,0,,,,,,,
Russian Federation,1,2003_06_26,37772,0,0,,,,,,,
Singapore,206,2003_06_26,37759,170,32,,,,,,,
South Africa,1,2003_06_26,37720,0,1,,,,,,,
Spain,1,2003_06_26,37713,1,0,,,,,,,
Sweden,3,2003_06_26,37729,3,0,,,,,,,
Switzerland,1,2003_06_26,37697,1,0,,,,,,,
Thailand,9,2003_06_26,37779,7,2,,,,,,,
United Kingdom,4,2003_06_26,37740,4,0,,,,,,,
United States,74,2003_06_26,37795,36,0,,,,,,,
Viet Nam,63,2003_06_26,37725,58,5,,,,,,,
Total,8456,2003_06_26,,7371,809,,,,,,,
Australia,5,2003_06_27,37753,5,0,,,,,,,
Brazil,3,2003_06_27,37781,2,0,,,,,,,
Canada,251,2003_06_27,37797,191,37,,,,,,,
China,5327,2003_06_27,37797,4921,348,,,,,,,
"China, Hong Kong Special Administrative Region^6",1755,2003_06_27,37783,1422,297,,,,,,,
"China, Macao Special Administrative Region",1,2003_06_27,37762,1,0,,,,,,,
"China, Taiwan",681,2003_06_27,37791,492,84,,,,,,,
Colombia,1,2003_06_27,37746,1,0,,,,,,,
Finland,1,2003_06_27,37748,1,0,,,,,,,
France,7,2003_06_27,37750,6,0,,,,,,,
Germany,10,2003_06_27,37776,9,0,,,,,,,
India,3,2003_06_27,37754,3,0,,,,,,,
Indonesia,2,2003_06_27,37734,2,0,,,,,,,
Italy,5,2003_06_27,37740,5,0,,,,,,,
Kuwait,1,2003_06_27,37720,1,0,,,,,,,
Malaysia,5,2003_06_27,37761,3,2,,,,,,,
Mongolia,9,2003_06_27,37747,9,0,,,,,,,
New Zealand,1,2003_06_27,37741,1,0,,,,,,,
Philippines,14,2003_06_27,37756,12,2,,,,,,,
Republic of Ireland,1,2003_06_27,37701,1,0,,,,,,,
Republic of Korea,3,2003_06_27,37755,3,0,,,,,,,
Romania,1,2003_06_27,37707,1,0,,,,,,,
Russian Federation,1,2003_06_27,37772,0,0,,,,,,,
Singapore,206,2003_06_27,37759,171,32,,,,,,,
South Africa,1,2003_06_27,37720,0,1,,,,,,,
Spain,1,2003_06_27,37713,1,0,,,,,,,
Sweden,3,2003_06_27,37729,3,0,,,,,,,
Switzerland,1,2003_06_27,37697,1,0,,,,,,,
Thailand,9,2003_06_27,37779,7,2,,,,,,,
United Kingdom,4,2003_06_27,37740,4,0,,,,,,,
United States,74,2003_06_27,37795,64,0,,,,,,,
Viet Nam,63,2003_06_27,37725,58,5,,,,,,,
Total,8450,2003_06_27,,7401,810,,,,,,,
Australia,5,2003_06_30,37753,5,0,,,,,,,
Brazil,3,2003_06_30,37781,2,0,,,,,,,
Canada,252,2003_06_30,37799,192,37,,,,,,,
China,5327,2003_06_30,37797,4927,348,,,,,,,
"China, Hong Kong Special Administrative Region^6",1755,2003_06_30,37783,1429,298,,,,,,,
"China, Macao Special Administrative Region",1,2003_06_30,37762,1,0,,,,,,,
"China, Taiwan",678,2003_06_30,37791,495,84,,,,,,,
Colombia,1,2003_06_30,37746,1,0,,,,,,,
Finland,1,2003_06_30,37748,1,0,,,,,,,
France,7,2003_06_30,37750,6,0,,,,,,,
Germany,10,2003_06_30,37776,9,0,,,,,,,
India,3,2003_06_30,37754,3,0,,,,,,,
Indonesia,2,2003_06_30,37734,2,0,,,,,,,
Italy,5,2003_06_30,37740,5,0,,,,,,,
Kuwait,1,2003_06_30,37720,1,0,,,,,,,
Malaysia,5,2003_06_30,37761,3,2,,,,,,,
Mongolia,9,2003_06_30,37747,9,0,,,,,,,
New Zealand,1,2003_06_30,37741,1,0,,,,,,,
Philippines,14,2003_06_30,37756,12,2,,,,,,,
Republic of Ireland,1,2003_06_30,37701,1,0,,,,,,,
Republic of Korea,3,2003_06_30,37755,3,0,,,,,,,
Romania,1,2003_06_30,37707,1,0,,,,,,,
Russian Federation,1,2003_06_30,37772,0,0,,,,,,,
Singapore,206,2003_06_30,37759,171,32,,,,,,,
South Africa,1,2003_06_30,37720,0,1,,,,,,,
Spain,1,2003_06_30,37713,1,0,,,,,,,
Sweden,3,2003_06_30,37729,3,0,,,,,,,
Switzerland,1,2003_06_30,37697,1,0,,,,,,,
Thailand,9,2003_06_30,37779,7,2,,,,,,,
United Kingdom,4,2003_06_30,37740,4,0,,,,,,,
United States,73,2003_06_30,37795,63,0,,,,,,,
Viet Nam,63,2003_06_30,37725,58,5,,,,,,,
Total,8447,2003_06_30,,7417,811,,,,,,,
Australia,5,2003_07_01,37753,5,0,,,,,,,
Brazil,1,2003_07_01,37781,1,0,,,,,,,
Canada,252,2003_07_01,37799,192,38,,,,,,,
China,5327,2003_07_01,37797,4930,348,,,,,,,
"China, Hong Kong Special Administrative Region^6",1755,2003_07_01,37783,1429,298,,,,,,,
"China, Macao Special Administrative Region",1,2003_07_01,37762,1,0,,,,,,,
"China, Taiwan",678,2003_07_01,37791,498,84,,,,,,,
Colombia,1,2003_07_01,37746,1,0,,,,,,,
Finland,1,2003_07_01,37748,1,0,,,,,,,
France,7,2003_07_01,37750,6,0,,,,,,,
Germany,10,2003_07_01,37776,9,0,,,,,,,
India,3,2003_07_01,37754,3,0,,,,,,,
Indonesia,2,2003_07_01,37734,2,0,,,,,,,
Italy,5,2003_07_01,37740,5,0,,,,,,,
Kuwait,1,2003_07_01,37720,1,0,,,,,,,
Malaysia,5,2003_07_01,37761,3,2,,,,,,,
Mongolia,9,2003_07_01,37747,9,0,,,,,,,
New Zealand,1,2003_07_01,37741,1,0,,,,,,,
Philippines,14,2003_07_01,37756,12,2,,,,,,,
Republic of Ireland,1,2003_07_01,37701,1,0,,,,,,,
Republic of Korea,3,2003_07_01,37755,3,0,,,,,,,
Romania,1,2003_07_01,37707,1,0,,,,,,,
Russian Federation,1,2003_07_01,37772,0,0,,,,,,,
Singapore,206,2003_07_01,37759,171,32,,,,,,,
South Africa,1,2003_07_01,37720,0,1,,,,,,,
Spain,1,2003_07_01,37713,1,0,,,,,,,
Sweden,3,2003_07_01,37729,3,0,,,,,,,
Switzerland,1,2003_07_01,37697,1,0,,,,,,,
Thailand,9,2003_07_01,37779,7,2,,,,,,,
United Kingdom,4,2003_07_01,37740,4,0,,,,,,,
United States,73,2003_07_01,37795,63,0,,,,,,,
Viet Nam,63,2003_07_01,37725,58,5,,,,,,,
Total,8445,2003_07_01,,7422,812,,,,,,,
Australia,5,2003_07_02,37753,5,0,,,,,,,
Brazil,1,2003_07_02,37781,1,0,,,,,,,
Canada,252,2003_07_02,37799,192,38,,,,,,,
China,5327,2003_07_02,37797,4933,348,,,,,,,
"China, Hong Kong Special Administrative Region^6",1755,2003_07_02,37783,1429,298,,,,,,,
"China, Macao Special Administrative Region",1,2003_07_02,37762,1,0,,,,,,,
"China, Taiwan",676,2003_07_02,37791,498,84,,,,,,,
Colombia,1,2003_07_02,37746,1,0,,,,,,,
Finland,1,2003_07_02,37748,1,0,,,,,,,
France,7,2003_07_02,37750,6,0,,,,,,,
Germany,10,2003_07_02,37776,9,0,,,,,,,
India,3,2003_07_02,37754,3,0,,,,,,,
Indonesia,2,2003_07_02,37734,2,0,,,,,,,
Italy,4,2003_07_02,37740,4,0,,,,,,,
Kuwait,1,2003_07_02,37720,1,0,,,,,,,
Malaysia,5,2003_07_02,37761,3,2,,,,,,,
Mongolia,9,2003_07_02,37747,9,0,,,,,,,
New Zealand,1,2003_07_02,37741,1,0,,,,,,,
Philippines,14,2003_07_02,37756,12,2,,,,,,,
Republic of Ireland,1,2003_07_02,37701,1,0,,,,,,,
Republic of Korea,3,2003_07_02,37755,3,0,,,,,,,
Romania,1,2003_07_02,37707,1,0,,,,,,,
Russian Federation,1,2003_07_02,37772,0,0,,,,,,,
Singapore,206,2003_07_02,37759,171,32,,,,,,,
South Africa,1,2003_07_02,37720,0,1,,,,,,,
Spain,1,2003_07_02,37713,1,0,,,,,,,
Sweden,3,2003_07_02,37729,3,0,,,,,,,
Switzerland,1,2003_07_02,37697,1,0,,,,,,,
Thailand,9,2003_07_02,37779,7,2,,,,,,,
United Kingdom,4,2003_07_02,37740,4,0,,,,,,,
United States,73,2003_07_02,37795,63,0,,,,,,,
Viet Nam,63,2003_07_02,37725,58,5,,,,,,,
Total,8442,2003_07_02,,7424,812,,,,,,,
Australia,5,2003_07_03,37753,5,0,,,,,,,
Brazil,1,2003_07_03,37781,1,0,,,,,,,
Canada,251,2003_07_03,37799,193,38,,,,,,,
China,5327,2003_07_03,37797,4933,348,,,,,,,
"China, Hong Kong Special Administrative Region^6",1755,2003_07_03,37783,1429,298,,,,,,,
"China, Macao Special Administrative Region",1,2003_07_03,37762,1,0,,,,,,,
"China, Taiwan",674,2003_07_03,37791,498,84,,,,,,,
Colombia,1,2003_07_03,37746,1,0,,,,,,,
Finland,1,2003_07_03,37748,1,0,,,,,,,
France,7,2003_07_03,37750,6,0,,,,,,,
Germany,10,2003_07_03,37776,9,0,,,,,,,
India,3,2003_07_03,37754,3,0,,,,,,,
Indonesia,2,2003_07_03,37734,2,0,,,,,,,
Italy,4,2003_07_03,37740,4,0,,,,,,,
Kuwait,1,2003_07_03,37720,1,0,,,,,,,
Malaysia,5,2003_07_03,37761,3,2,,,,,,,
Mongolia,9,2003_07_03,37747,9,0,,,,,,,
New Zealand,1,2003_07_03,37741,1,0,,,,,,,
Philippines,14,2003_07_03,37756,12,2,,,,,,,
Republic of Ireland,1,2003_07_03,37701,1,0,,,,,,,
Republic of Korea,3,2003_07_03,37755,3,0,,,,,,,
Romania,1,2003_07_03,37707,1,0,,,,,,,
Russian Federation,1,2003_07_03,37772,0,0,,,,,,,
Singapore,206,2003_07_03,37759,171,32,,,,,,,
South Africa,1,2003_07_03,37720,0,1,,,,,,,
Spain,1,2003_07_03,37713,1,0,,,,,,,
Sweden,3,2003_07_03,37729,3,0,,,,,,,
Switzerland,1,2003_07_03,37697,1,0,,,,,,,
Thailand,9,2003_07_03,37779,7,2,,,,,,,
United Kingdom,4,2003_07_03,37740,4,0,,,,,,,
United States,73,2003_07_03,37795,65,0,,,,,,,
Viet Nam,63,2003_07_03,37725,58,5,,,,,,,
Total,8439,2003_07_03,,7427,812,,,,,,,
Australia,5,2003_07_04,37753,5,0,,,,,,,
Brazil,1,2003_07_04,37781,1,0,,,,,,,
Canada,251,2003_07_04,37799,193,38,,,,,,,
China,5327,2003_07_04,37797,4934,348,,,,,,,
"China, Hong Kong Special Administrative Region^6",1755,2003_07_04,37783,1430,298,,,,,,,
"China, Macao Special Administrative Region",1,2003_07_04,37762,1,0,,,,,,,
"China, Taiwan",674,2003_07_04,37791,500,84,,,,,,,
Colombia,1,2003_07_04,37746,1,0,,,,,,,
Finland,1,2003_07_04,37748,1,0,,,,,,,
France,7,2003_07_04,37750,6,0,,,,,,,
Germany,10,2003_07_04,37776,9,0,,,,,,,
India,3,2003_07_04,37754,3,0,,,,,,,
Indonesia,2,2003_07_04,37734,2,0,,,,,,,
Italy,4,2003_07_04,37740,4,0,,,,,,,
Kuwait,1,2003_07_04,37720,1,0,,,,,,,
Malaysia,5,2003_07_04,37761,3,2,,,,,,,
Mongolia,9,2003_07_04,37747,9,0,,,,,,,
New Zealand,1,2003_07_04,37741,1,0,,,,,,,
Philippines,14,2003_07_04,37756,12,2,,,,,,,
Republic of Ireland,1,2003_07_04,37701,1,0,,,,,,,
Republic of Korea,3,2003_07_04,37755,3,0,,,,,,,
Romania,1,2003_07_04,37707,1,0,,,,,,,
Russian Federation,1,2003_07_04,37772,0,0,,,,,,,
Singapore,206,2003_07_04,37759,171,32,,,,,,,
South Africa,1,2003_07_04,37720,0,1,,,,,,,
Spain,1,2003_07_04,37713,1,0,,,,,,,
Sweden,3,2003_07_04,37729,3,0,,,,,,,
Switzerland,1,2003_07_04,37697,1,0,,,,,,,
Thailand,9,2003_07_04,37779,7,2,,,,,,,
United Kingdom,4,2003_07_04,37740,4,0,,,,,,,
United States,73,2003_07_04,37795,65,0,,,,,,,
Viet Nam,63,2003_07_04,37725,58,5,,,,,,,
Total,8439,2003_07_04,,7431,812,,,,,,,
Australia,5,2003_07_07,37753,5,0,,,,,,,
Brazil,1,2003_07_07,37781,1,0,,,,,,,
Canada,251,2003_07_07,37799,193,38,,,,,,,
China,5327,2003_07_07,37797,4934,348,,,,,,,
"China, Hong Kong Special Administrative Region^6",1755,2003_07_07,37783,1430,298,,,,,,,
"China, Macao Special Administrative Region",1,2003_07_07,37762,1,0,,,,,,,
"China, Taiwan",674,2003_07_07,37791,500,84,,,,,,,
Colombia,1,2003_07_07,37746,1,0,,,,,,,
Finland,1,2003_07_07,37748,1,0,,,,,,,
France,7,2003_07_07,37750,6,0,,,,,,,
Germany,10,2003_07_07,37776,9,0,,,,,,,
India,3,2003_07_07,37754,3,0,,,,,,,
Indonesia,2,2003_07_07,37734,2,0,,,,,,,
Italy,4,2003_07_07,37740,4,0,,,,,,,
Kuwait,1,2003_07_07,37720,1,0,,,,,,,
Malaysia,5,2003_07_07,37761,3,2,,,,,,,
Mongolia,9,2003_07_07,37747,9,0,,,,,,,
New Zealand,1,2003_07_07,37741,1,0,,,,,,,
Philippines,14,2003_07_07,37756,12,2,,,,,,,
Republic of Ireland,1,2003_07_07,37701,1,0,,,,,,,
Republic of Korea,3,2003_07_07,37755,3,0,,,,,,,
Romania,1,2003_07_07,37707,1,0,,,,,,,
Russian Federation,1,2003_07_07,37772,0,0,,,,,,,
Singapore,206,2003_07_07,37759,171,32,,,,,,,
South Africa,1,2003_07_07,37720,0,1,,,,,,,
Spain,1,2003_07_07,37713,1,0,,,,,,,
Sweden,3,2003_07_07,37729,3,0,,,,,,,
Switzerland,1,2003_07_07,37697,1,0,,,,,,,
Thailand,9,2003_07_07,37779,7,2,,,,,,,
United Kingdom,4,2003_07_07,37740,4,0,,,,,,,
United States,73,2003_07_07,37795,65,0,,,,,,,
Viet Nam,63,2003_07_07,37725,58,5,,,,,,,
Total,8439,2003_07_07,,7431,812,,,,,,,
Australia,5,2003_07_08,37753,5,0,,,,,,,
Brazil,1,2003_07_08,37781,1,0,,,,,,,
Canada,250,2003_07_08,37799,194,38,,,,,,,
China,5327,2003_07_08,37797,4934,348,,,,,,,
"China, Hong Kong Special Administrative Region^6",1755,2003_07_08,37783,1430,298,,,,,,,
"China, Macao Special Administrative Region",1,2003_07_08,37762,1,0,,,,,,,
"China, Taiwan",671,2003_07_08,37791,502,84,,,,,,,
Colombia,1,2003_07_08,37746,1,0,,,,,,,
Finland,1,2003_07_08,37748,1,0,,,,,,,
France,7,2003_07_08,37750,6,0,,,,,,,
Germany,10,2003_07_08,37776,9,0,,,,,,,
India,3,2003_07_08,37754,3,0,,,,,,,
Indonesia,2,2003_07_08,37734,2,0,,,,,,,
Italy,4,2003_07_08,37740,4,0,,,,,,,
Kuwait,1,2003_07_08,37720,1,0,,,,,,,
Malaysia,5,2003_07_08,37761,3,2,,,,,,,
Mongolia,9,2003_07_08,37747,9,0,,,,,,,
New Zealand,1,2003_07_08,37741,1,0,,,,,,,
Philippines,14,2003_07_08,37756,12,2,,,,,,,
Republic of Ireland,1,2003_07_08,37701,1,0,,,,,,,
Republic of Korea,3,2003_07_08,37755,3,0,,,,,,,
Romania,1,2003_07_08,37707,1,0,,,,,,,
Russian Federation,1,2003_07_08,37772,0,0,,,,,,,
Singapore,206,2003_07_08,37759,171,32,,,,,,,
South Africa,1,2003_07_08,37720,0,1,,,,,,,
Spain,1,2003_07_08,37713,1,0,,,,,,,
Sweden,3,2003_07_08,37729,3,0,,,,,,,
Switzerland,1,2003_07_08,37697,1,0,,,,,,,
Thailand,9,2003_07_08,37779,7,2,,,,,,,
United Kingdom,4,2003_07_08,37740,4,0,,,,,,,
United States,74,2003_07_08,37795,64,0,,,,,,,
Viet Nam,63,2003_07_08,37725,58,5,,,,,,,
Total,8436,2003_07_08,,7433,812,,,,,,,
Australia,5,2003_07_09,37753,5,0,,,,,,,
Brazil,1,2003_07_09,37781,1,0,,,,,,,
Canada,249,2003_07_09,37799,193,38,,,,,,,
China,5327,2003_07_09,37797,4939,348,,,,,,,
"China, Hong Kong Special Administrative Region^6",1755,2003_07_09,37783,1431,298,,,,,,,
"China, Macao Special Administrative Region",1,2003_07_09,37762,1,0,,,,,,,
"China, Taiwan",671,2003_07_09,37791,504,84,,,,,,,
Colombia,1,2003_07_09,37746,1,0,,,,,,,
Finland,1,2003_07_09,37748,1,0,,,,,,,
France,7,2003_07_09,37750,6,0,,,,,,,
Germany,10,2003_07_09,37776,9,0,,,,,,,
India,3,2003_07_09,37754,3,0,,,,,,,
Indonesia,2,2003_07_09,37734,2,0,,,,,,,
Italy,4,2003_07_09,37740,4,0,,,,,,,
Kuwait,1,2003_07_09,37720,1,0,,,,,,,
Malaysia,5,2003_07_09,37761,3,2,,,,,,,
Mongolia,9,2003_07_09,37747,9,0,,,,,,,
New Zealand,1,2003_07_09,37741,1,0,,,,,,,
Philippines,14,2003_07_09,37756,12,2,,,,,,,
Republic of Ireland,1,2003_07_09,37701,1,0,,,,,,,
Republic of Korea,3,2003_07_09,37755,3,0,,,,,,,
Romania,1,2003_07_09,37707,1,0,,,,,,,
Russian Federation,1,2003_07_09,37772,0,0,,,,,,,
Singapore,206,2003_07_09,37759,171,32,,,,,,,
South Africa,1,2003_07_09,37720,0,1,,,,,,,
Spain,1,2003_07_09,37713,1,0,,,,,,,
Sweden,3,2003_07_09,37729,3,0,,,,,,,
Switzerland,1,2003_07_09,37697,1,0,,,,,,,
Thailand,9,2003_07_09,37779,7,2,,,,,,,
United Kingdom,4,2003_07_09,37740,4,0,,,,,,,
United States,75,2003_07_09,37795,67,0,,,,,,,
Viet Nam,63,2003_07_09,37725,58,5,,,,,,,
Total,8436,2003_07_09,,7443,812,,,,,,,
Australia,5,2003_07_10,37753,5,0,,,,,,,
Brazil,1,2003_07_10,37781,1,0,,,,,,,
Canada,250,2003_07_10,37811,194,38,,,,,,,
China,5327,2003_07_10,37797,4941,348,,,,,,,
"China, Hong Kong Special Administrative Region^6",1755,2003_07_10,37783,1431,298,,,,,,,
"China, Macao Special Administrative Region",1,2003_07_10,37762,1,0,,,,,,,
"China, Taiwan",671,2003_07_10,37791,506,84,,,,,,,
Colombia,1,2003_07_10,37746,1,0,,,,,,,
Finland,1,2003_07_10,37748,1,0,,,,,,,
France,7,2003_07_10,37750,6,0,,,,,,,
Germany,10,2003_07_10,37776,9,0,,,,,,,
India,3,2003_07_10,37754,3,0,,,,,,,
Indonesia,2,2003_07_10,37734,2,0,,,,,,,
Italy,4,2003_07_10,37740,4,0,,,,,,,
Kuwait,1,2003_07_10,37720,1,0,,,,,,,
Malaysia,5,2003_07_10,37761,3,2,,,,,,,
Mongolia,9,2003_07_10,37747,9,0,,,,,,,
New Zealand,1,2003_07_10,37741,1,0,,,,,,,
Philippines,14,2003_07_10,37756,12,2,,,,,,,
Republic of Ireland,1,2003_07_10,37701,1,0,,,,,,,
Republic of Korea,3,2003_07_10,37755,3,0,,,,,,,
Romania,1,2003_07_10,37707,1,0,,,,,,,
Russian Federation,1,2003_07_10,37772,0,0,,,,,,,
Singapore,206,2003_07_10,37759,172,32,,,,,,,
South Africa,1,2003_07_10,37720,0,1,,,,,,,
Spain,1,2003_07_10,37713,1,0,,,,,,,
Sweden,3,2003_07_10,37729,3,0,,,,,,,
Switzerland,1,2003_07_10,37697,1,0,,,,,,,
Thailand,9,2003_07_10,37779,7,2,,,,,,,
United Kingdom,4,2003_07_10,37740,4,0,,,,,,,
United States,75,2003_07_10,37795,67,0,,,,,,,
Viet Nam,63,2003_07_10,37725,58,5,,,,,,,
Total,8437,2003_07_10,,7449,812,,,,,,,
Australia,5,2003_07_11,37753,5,0,,,,,,,
Brazil,1,2003_07_11,37781,1,0,,,,,,,
Canada,250,2003_07_11,37811,194,38,,,,,,,
China,5327,2003_07_11,37797,4941,348,,,,,,,
"China, Hong Kong Special Administrative Region^6",1755,2003_07_11,37783,1433,298,,,,,,,
"China, Macao Special Administrative Region",1,2003_07_11,37762,1,0,,,,,,,
"China, Taiwan",671,2003_07_11,37791,507,84,,,,,,,
Colombia,1,2003_07_11,37746,1,0,,,,,,,
Finland,1,2003_07_11,37748,1,0,,,,,,,
France,7,2003_07_11,37750,6,1,,,,,,,
Germany,10,2003_07_11,37776,9,0,,,,,,,
India,3,2003_07_11,37754,3,0,,,,,,,
Indonesia,2,2003_07_11,37734,2,0,,,,,,,
Italy,4,2003_07_11,37740,4,0,,,,,,,
Kuwait,1,2003_07_11,37720,1,0,,,,,,,
Malaysia,5,2003_07_11,37761,3,2,,,,,,,
Mongolia,9,2003_07_11,37747,9,0,,,,,,,
New Zealand,1,2003_07_11,37741,1,0,,,,,,,
Philippines,14,2003_07_11,37756,12,2,,,,,,,
Republic of Ireland,1,2003_07_11,37701,1,0,,,,,,,
Republic of Korea,3,2003_07_11,37755,3,0,,,,,,,
Romania,1,2003_07_11,37707,1,0,,,,,,,
Russian Federation,1,2003_07_11,37772,0,0,,,,,,,
Singapore,206,2003_07_11,37759,172,32,,,,,,,
South Africa,1,2003_07_11,37720,0,1,,,,,,,
Spain,1,2003_07_11,37713,1,0,,,,,,,
Sweden,3,2003_07_11,37729,3,0,,,,,,,
Switzerland,1,2003_07_11,37697,1,0,,,,,,,
Thailand,9,2003_07_11,37779,7,2,,,,,,,
United Kingdom,4,2003_07_11,37740,4,0,,,,,,,
United States,75,2003_07_11,37795,67,0,,,,,,,
Viet Nam,63,2003_07_11,37725,58,5,,,,,,,
Total,8437,2003_07_11,,7452,813,,,,,,,
